,Target User,Tweet Text,Compound Score,Positive Score,Negative Score,Neutral Score,Date and Time
137,cbsnews,"""I’ve been to a lot of [Trump] rallies, but this is a first."" Halloween came early at last night's rally in Tenness… https://t.co/EzGcGBzLoi",0.0,0.0,0.0,1.0,2018-10-02 13:23:11+00:00
138,cbsnews,"Red tide likely spreads in Florida, causing breathing problems for beachgoers https://t.co/tJtDvv47BE https://t.co/jdGZ3QqiAv",-0.4019,0.0,0.184,0.816,2018-10-02 13:04:41+00:00
139,cbsnews,"For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from Presiden… https://t.co/ye1HX0S8MP",0.296,0.104,0.0,0.896,2018-10-02 12:50:30+00:00
140,cbsnews,"A former top FBI official, who has been in contact with those involved in the Kavanaugh inquiry, described a ""war r… https://t.co/MjG4ErCrJG",-0.4767,0.076,0.165,0.759,2018-10-02 12:47:31+00:00
141,cbsnews,"This 8-year-old girl became a barber before even starting the 2nd grade, and now gives free haircuts to neighborhoo… https://t.co/RSNuWqHOcQ",0.5106,0.155,0.0,0.845,2018-10-02 12:41:16+00:00
142,cbsnews,Manhunt in Tennessee for suspect accused of killing 2 in violent crime spree https://t.co/P7fnkwitjY https://t.co/TLK55CaLl0,-0.9451,0.0,0.643,0.357,2018-10-02 12:34:53+00:00
143,cbsnews,"RT @AnthonyMasonCBS: A year ago today, we lost @TomPetty His daughter, Adria Petty, talks about “An American Treasure,” the new boxed set t…",-0.4767,0.0,0.17,0.83,2018-10-02 12:33:51+00:00
144,cbsnews,"RT @NorahODonnell: “These are the most courageous women I have ever met in my life. ... to see them sob like that, you understand the pain…",0.6361,0.205,0.066,0.729,2018-10-02 12:21:45+00:00
145,cbsnews,"RT @CBSThisMorning: “This does expand opportunity for our dairy farmers, for eggs and poultry going into Canada. And it levels the playing…",0.6249,0.203,0.0,0.797,2018-10-02 12:21:17+00:00
146,cbsnews,RT @CBSThisMorning: “The witnesses that she named have either denied those claims or cannot corroborate... I do believe that she has suffer…,-0.4404,0.0,0.127,0.873,2018-10-02 12:16:26+00:00
147,cbsnews,"RT @CBSThisMorning: For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from President Tr…",0.296,0.095,0.0,0.905,2018-10-02 12:15:59+00:00
148,cbsnews,RT @CBSThisMorning: “What message that sends to women in America is that we are innocent until proven guilty in this great country. And I h…,0.5719,0.215,0.092,0.693,2018-10-02 12:15:59+00:00
149,cbsnews,"Death toll in earthquake, tsunami death toll in Indonesia passes 1,200 as officials continue to look for victims… https://t.co/Z6UR2lRMdP",-0.8316,0.0,0.315,0.685,2018-10-02 12:04:30+00:00
150,cbsnews,"RT @CBSThisMorning: .@Amazon announced this morning it will increase its minimum wage to $15 an hour. The change, starting next month, appl…",0.3182,0.099,0.0,0.901,2018-10-02 11:53:35+00:00
151,cbsnews,RT @CBSThisMorning: Last night the @CBSThisMorning team won an Emmy for @NorahODonnell's report on sexual assault in the United States Air…,0.4019,0.23,0.134,0.636,2018-10-02 11:53:11+00:00
152,cbsnews,"RT @NorahODonnell: COMING UP ON @CBSThisMorning - @SenJoniErnst speaks to us about the #Kavanaugh nomination: ""in the United States, people…",0.4215,0.135,0.0,0.865,2018-10-02 11:53:11+00:00
153,cbsnews,New Mexico Democratic congressional candidate showcases her gun skills in ad https://t.co/Mp26G3E7bu https://t.co/gM1WmKssyB,-0.34,0.0,0.167,0.833,2018-10-02 11:50:43+00:00
154,cbsnews,Tropical Storm Rosa set to drench Arizona and the Southwest with heavy rainfall https://t.co/YB5GFsmeXW https://t.co/n8HOVLmSug,0.0,0.0,0.0,1.0,2018-10-02 11:34:35+00:00
155,cbsnews,"RT @CBSThisMorning: “This is another one of those cases where there is dread within the FBI… No matter which way this goes, they're not goi…",-0.6249,0.039,0.184,0.777,2018-10-02 11:24:40+00:00
156,cbsnews,RT @CBSThisMorning: Indonesian authorities are desperately working to get food and other aid to victims of the devastating earthquake and t…,-0.8481,0.0,0.338,0.662,2018-10-02 11:24:13+00:00
157,cbsnews,RT @CBSThisMorning: Parts of the southwestern U.S. are bracing for possible flash flooding from Tropical Depression Rosa as it moves in fro…,-0.5719,0.0,0.15,0.85,2018-10-02 11:23:42+00:00
158,cbsnews,"Amazon says it will increase its minimum wage to $15 an hour for all U.S. workers, including part-time and temporar… https://t.co/s80VZuMIRY",0.4588,0.174,0.0,0.826,2018-10-02 11:20:22+00:00
159,cbsnews,"A trio of American, Canadian, and French scientists have won the Nobel Prize in physics for their work with lasers… https://t.co/xda48e7jlu",0.7906,0.28,0.0,0.72,2018-10-02 11:09:37+00:00
160,cbsnews,"RT @CBSThisMorning: We're live now with @GayleKing, @JDickerson and @NorahODonnell. Join us. https://t.co/YeIMpADEgL",0.296,0.155,0.0,0.845,2018-10-02 11:07:48+00:00
161,cbsnews,"Ahead on @CBSThisMorning; Tom Petty's daughter honors the iconic singer, a year after his death. We'll talk to Adri… https://t.co/Tq9pTKqWgz",-0.1531,0.136,0.161,0.702,2018-10-02 10:50:48+00:00
162,cbsnews,"A former FBI top official describes a quote ""war room"" atmosphere around the Brett Kavanaugh inquiry. Learn what th… https://t.co/NhIJVCzM5d",-0.4767,0.083,0.18,0.737,2018-10-02 10:40:41+00:00
163,cbsnews,Soccer star Cristiano Ronaldo sued by a Nevada woman who said he raped her in the penthouse suite of a Las Vegas ho… https://t.co/IoAa4H9rLo,-0.6808,0.0,0.18,0.82,2018-10-02 10:25:35+00:00
164,cbsnews,"John Legend to release ""A Legendary Christmas"" album https://t.co/A8jA6syov9 https://t.co/kDf5dcvnqh",0.0,0.0,0.0,1.0,2018-10-02 10:03:03+00:00
165,cbsnews,FBI agent shot by booby-trapped wheelchair in fortified home https://t.co/DTf6q0eWUo https://t.co/pEZrWTsE64,0.0,0.0,0.0,1.0,2018-10-02 09:54:08+00:00
166,cbsnews,"""We got everybody out"": Medal of Honor recipient recalls harrowing battle https://t.co/TuqXSfABNg https://t.co/Fx0EV0R61o",0.5719,0.333,0.138,0.529,2018-10-02 09:48:04+00:00
167,cbsnews,Tropical Storm Rosa set to drench Arizona and the Southwest with heavy rainfall https://t.co/Z2PV7B0t4j https://t.co/kCemHZSLKe,0.0,0.0,0.0,1.0,2018-10-02 09:40:07+00:00
168,cbsnews,"Jon Batiste: ""You can't sit on the sidelines"" https://t.co/KIPN7Q81Tw https://t.co/RKPbpHjK6M",0.0,0.0,0.0,1.0,2018-10-02 09:33:04+00:00
169,cbsnews,Boy Scout dies after getting trapped in Michigan sand dune https://t.co/pxMfuPq6fc https://t.co/HMZOs0Um1u,-0.5267,0.0,0.236,0.764,2018-10-02 09:18:04+00:00
170,cbsnews,"Video captures runaway horse charging through sports bar, sending customers fleeing in panic https://t.co/Dhz6fk09D6 https://t.co/VjDqWkp8Vy",-0.5106,0.0,0.191,0.809,2018-10-02 09:03:04+00:00
171,cbsnews,White House authorizes broader FBI interviews in Kavanaugh review https://t.co/hxKjKl99fu https://t.co/N1xqrymc4o,0.0,0.0,0.0,1.0,2018-10-02 08:48:03+00:00
172,cbsnews,Why GE sacked CEO after just 14 months on the job https://t.co/QHobfSRYMc https://t.co/aC519jeJOV,0.0,0.0,0.0,1.0,2018-10-02 08:33:03+00:00
173,cbsnews,"Father, 2-year-old son among victims of Pennsylvania car explosion https://t.co/gaUrFMAFSf https://t.co/CYYS7tI6qT",-0.3182,0.0,0.187,0.813,2018-10-02 08:18:03+00:00
174,cbsnews,"French singer, actor Charles Aznavour dies at age 94 https://t.co/EMvDB0SUGO https://t.co/WwlEbNKrxV",0.0,0.0,0.0,1.0,2018-10-02 08:03:04+00:00
175,cbsnews,Paul McCartney reveals John Lennon's fear to 60 Minutes https://t.co/Eheq0qKXfv https://t.co/ZwIOw3VmFk,-0.4939,0.0,0.242,0.758,2018-10-02 07:48:03+00:00
176,cbsnews,"Senate candidate Mike Braun says Christine Blasey Ford's testimony ""sketchier"" than Kavanaugh's… https://t.co/uyIuMbRPZI",0.0,0.0,0.0,1.0,2018-10-02 07:33:04+00:00
177,cbsnews,"Surfer dies from brain eating amoeba after visiting Waco, Texas, resort https://t.co/5B9ydgMFsl https://t.co/6PWtL75wTW",0.0,0.0,0.0,1.0,2018-10-02 07:18:02+00:00
178,cbsnews,"Soccer star Cristiano Ronaldo sued, accused of rape https://t.co/MhsSLGkQiq https://t.co/RPqOd52yoh",-0.7845,0.0,0.463,0.537,2018-10-02 07:10:06+00:00
179,cbsnews,"Trump says FBI should interview ""anybody they want"" in Kavanaugh review https://t.co/UNRuRmfc1d https://t.co/IliTSHCeL3",0.0772,0.098,0.0,0.902,2018-10-02 07:03:04+00:00
180,cbsnews,Vegas Strip lights dim as shooting's first anniversary marked https://t.co/6qVnzYyBjV https://t.co/NZhR4zSdwb,0.0,0.0,0.0,1.0,2018-10-02 06:58:06+00:00
181,cbsnews,6-year-old boy who can't play outside due to rare disease finds a friend in school resource officer… https://t.co/WrPicae3oU,0.2878,0.158,0.101,0.741,2018-10-02 06:48:04+00:00
182,cbsnews,Commentary: Kavanaugh's confirmation process is not supposed to work this way https://t.co/Lq28wNaQV5 https://t.co/TpJEOq4sJr,0.0,0.0,0.0,1.0,2018-10-02 06:33:04+00:00
183,cbsnews,Officials confirm body found in creek is missing boy with autism https://t.co/IsqRvZMtmt https://t.co/dyG2shudCD,-0.296,0.0,0.155,0.845,2018-10-02 06:18:03+00:00
184,cbsnews,"Free college programs sound great, but do they work? https://t.co/uwCjexaW8u https://t.co/svajCOkZ0W",0.5719,0.343,0.0,0.657,2018-10-02 06:03:03+00:00
185,cbsnews,3rd Brett Kavanaugh accuser Julie Swetnick has history of legal disputes https://t.co/ossLPHBSFf https://t.co/503zG5A7DK,-0.1531,0.103,0.144,0.753,2018-10-02 05:48:03+00:00
186,cbsnews,"""We got everybody out"": Medal of Honor recipient recalls harrowing battle https://t.co/MDp1VHrT5I https://t.co/7MpWIu0fTI",0.5719,0.333,0.138,0.529,2018-10-02 05:33:03+00:00
187,cbsnews,Mother shot in Las Vegas shooting finally leaves hospital after nearly a year of recovery https://t.co/tXpTR57CxE https://t.co/HRYiNwfUS9,0.0,0.0,0.0,1.0,2018-10-02 05:18:03+00:00
188,cbsnews,North and South Korea begin removing mines along DMZ https://t.co/1dmsYy5yWN https://t.co/p9zHBtIS3C,0.0,0.0,0.0,1.0,2018-10-02 05:03:03+00:00
189,cbsnews,"Tropical Storm Rosa nears Baja, Southwestern U.S., carrying with it heavy rains https://t.co/Y9rLmMs78X https://t.co/KHs5041ca6",0.0,0.0,0.0,1.0,2018-10-02 04:48:04+00:00
190,cbsnews,"Some former students, employees say Apple co-founder's Woz U doesn't live up to promises https://t.co/Owipj97nMZ https://t.co/WaWNDm0era",0.3818,0.157,0.0,0.843,2018-10-02 04:33:04+00:00
191,cbsnews,HERO DELIVERY MAN: A pizza delivery driver was dropping off food at a home when he noticed a woman mouthing for hel… https://t.co/htxkI498vB,0.6523,0.186,0.0,0.814,2018-10-02 04:26:45+00:00
192,cbsnews,GOP-hired prosecutor questions credibility of Kavanaugh accuser Christine Blasey Ford https://t.co/nZVkW9X9Yn https://t.co/Aw1t2FsOa4,0.0,0.0,0.0,1.0,2018-10-02 04:18:03+00:00
193,cbsnews,Boy Scout dies after getting trapped in Michigan sand dune https://t.co/w1SdXDGrEo https://t.co/GGxEZM3z7v,-0.5267,0.0,0.236,0.764,2018-10-02 04:03:04+00:00
194,cbsnews,"Soccer star Cristiano Renaldo sued, accused of rape https://t.co/zVb3udK8WB https://t.co/sBSVB6cdO1",-0.7845,0.0,0.463,0.537,2018-10-02 04:00:33+00:00
195,cbsnews,High school football player dies after injury during game https://t.co/wxARIsVnDw https://t.co/AuU90plKqL,-0.4215,0.0,0.219,0.781,2018-10-02 03:48:03+00:00
196,cbsnews,Dunkin' Donuts workers suspended over dumping water on homeless man https://t.co/rgzPieo2ll https://t.co/nD3Dk77twE,-0.6597,0.0,0.351,0.649,2018-10-02 03:33:04+00:00
197,cbsnews,White House authorizes broader FBI interviews in Kavanaugh review https://t.co/Oh1XwQ4ZLM https://t.co/0qc2nJ9EcN,0.0,0.0,0.0,1.0,2018-10-02 03:18:04+00:00
198,cbsnews,"Father, 2-year-old son among victims of Pennsylvania car explosion https://t.co/diEyx0is2B https://t.co/hJoe2KXkVc",-0.3182,0.0,0.187,0.813,2018-10-02 03:03:03+00:00
199,cbsnews,"Boy Scout, 12, dies after being hit by alleged drunk driver on Long Island https://t.co/tPtmylg3ak https://t.co/iEdlt3HV7u",-0.34,0.0,0.138,0.862,2018-10-02 03:02:07+00:00
200,cnn,RT @AC360: Is intermittent fasting the key to living longer? @drsanjaygupta joins Anderson Cooper Full Circle to answer your questions abou…,0.0,0.0,0.0,1.0,2018-10-02 21:47:56+00:00
201,cnn,"This district in West Virginia voted overwhelmingly for President Trump in the 2016 election. But now, a Democrat n… https://t.co/knceeRsNaF",-0.0644,0.0,0.065,0.935,2018-10-02 21:46:00+00:00
202,cnn,"Rachel Mitchell did sex-crime victims a disservice | By Elie Honig, a former federal and state prosecutor, via… https://t.co/ehGMVSbtva",-0.3182,0.0,0.133,0.867,2018-10-02 21:41:05+00:00
203,cnn,Emma Stone opens up about her ongoing battle with anxiety https://t.co/79Jo87rU8Z https://t.co/s25aivZc4K,-0.5106,0.0,0.301,0.699,2018-10-02 21:36:05+00:00
204,cnn,Secretary of State Mike Pompeo will travel to North Korea this weekend and meet with dictator Kim Jong Un in Pyongy… https://t.co/GnpIJqXuB1,0.0,0.0,0.0,1.0,2018-10-02 21:33:20+00:00
205,cnn,JCPenney names Jill Soltau as its new CEO https://t.co/RtV2ZksNtp https://t.co/olQHyLfZ3n,0.0,0.0,0.0,1.0,2018-10-02 21:31:06+00:00
206,cnn,RT @TheLeadCNN: Former Secretary of State and Senator @JohnKerry said he believed the “fix” was in on Kavanaugh’s confirmation because of t…,0.0,0.0,0.0,1.0,2018-10-02 21:27:53+00:00
207,cnn,"French Interior Minister Gerard Collomb has submitted his resignation to President Emmanuel Macron, according to sp… https://t.co/rgN3DPi2TE",-0.296,0.0,0.121,0.879,2018-10-02 21:21:05+00:00
208,cnn,"RT @TheLeadCNN: New York Times reporter Russ Buettner reports that President Trump made millions by helping his family dodge taxes, and tha…",0.296,0.095,0.0,0.905,2018-10-02 21:12:08+00:00
209,cnn,"Sen. Lisa Murkowski, a key swing vote on Brett Kavanaugh's Supreme Court nomination, indicated that she plans to ""w… https://t.co/brhgHDmEAa",0.5574,0.167,0.0,0.833,2018-10-02 21:11:07+00:00
210,cnn,"President Trump received today's equivalent of at least $413 million from his father, according to an analysis from… https://t.co/hf8I1use1C",0.0,0.0,0.0,1.0,2018-10-02 21:11:04+00:00
211,cnn,"Apple is finally getting a llama emoji -- and a raccoon, bagel, frisbee and mosquito, too. Here's what to know abou… https://t.co/WyOLIDxxmW",0.0,0.0,0.0,1.0,2018-10-02 21:06:06+00:00
212,cnn,S&amp;P downgrades debt-riddled GE and GE Capital https://t.co/JVYUcCojGQ https://t.co/l0VYeJPWWg,0.0,0.0,0.0,1.0,2018-10-02 21:01:05+00:00
213,cnn,The United Nations agency responsible for looking after Palestinian refugees has pulled some of its international s… https://t.co/lbnXZyG39o,0.6249,0.242,0.0,0.758,2018-10-02 20:51:03+00:00
214,cnn,The organization that oversees Georgia high school sports said that there is no evidence of negligence in the death… https://t.co/eGC4qVnTDU,-0.296,0.0,0.104,0.896,2018-10-02 20:41:02+00:00
215,cnn,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/UmiEakLw26,0.7003,0.274,0.0,0.726,2018-10-02 20:34:42+00:00
216,cnn,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/93lZ8OLYsY,-0.34,0.0,0.13,0.87,2018-10-02 20:31:07+00:00
217,cnn,"RT @CNNnewsroom: ""The performance, the behavior, was quite out of bounds,"" says @HillaryClinton, of Brett Kavanaugh's hearing, adding ""ther…",0.0,0.0,0.0,1.0,2018-10-02 20:23:29+00:00
218,cnn,"Roger Stone built a ""dirty trickster"" image. Now Robert Mueller might build a case on it https://t.co/wK9kAPZ9Tt https://t.co/GKiyqoSmgM",-0.5859,0.0,0.255,0.745,2018-10-02 20:21:06+00:00
219,cnn,"The New York Times said it should not have allowed a staff writer who had tweeted negatively about Brett Kavanaugh,… https://t.co/LscfaTCDoS",0.0,0.0,0.0,1.0,2018-10-02 20:11:05+00:00
220,cnn,"There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/og7j03QBso",0.1779,0.096,0.067,0.837,2018-10-02 20:01:06+00:00
221,cnn,"RT @CNNnewsroom: “The processes in place in the Senate were followed, the same way as they should be now,” says @SenatorRounds of compariso…",0.0,0.0,0.0,1.0,2018-10-02 20:00:44+00:00
222,cnn,Tencent Music has filed plans to go public in the United States in what could be one the biggest IPOs by a Chinese… https://t.co/ydZ6GkewGn,0.4215,0.113,0.0,0.887,2018-10-02 19:51:04+00:00
223,cnn,"A dean at the Catholic University of America has been suspended over tweets that ""called into question the validity… https://t.co/QsBUkmRwGg",-0.4767,0.0,0.147,0.853,2018-10-02 19:41:03+00:00
224,cnn,"RT @CNNnewsroom: “The FBI needs to do a full investigation determining his veracity,” says Sen. @BernieSanders of the FBI’s Kavanaugh probe…",0.0,0.0,0.0,1.0,2018-10-02 19:35:09+00:00
225,cnn,RT @CNNPolitics: The fate of Brett Kavanaugh’s Supreme Court nomination is a complete toss-up right now. Watch The Point with CNN’s Chris C…,0.5574,0.146,0.0,0.854,2018-10-02 19:34:49+00:00
226,cnn,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic… https://t.co/dmQgoV0YAl,0.0772,0.064,0.0,0.936,2018-10-02 19:31:00+00:00
227,cnn,"Four men have been charged with inciting rioting and assaulting counterprotesters at last year's deadly ""Unite the… https://t.co/JshchPAyBY",-0.6249,0.0,0.242,0.758,2018-10-02 19:29:41+00:00
228,cnn,"Sen. Bernie Sanders, who has previously criticized Amazon's treatment of its workers, praised CEO Jeff Bezos Tuesda… https://t.co/OQaWxDaspA",0.1779,0.147,0.115,0.737,2018-10-02 19:21:07+00:00
229,cnn,President Trump is speaking at a convention for the National Electrical Contractors Association. Watch on Facebook:… https://t.co/HrQ4JXLc2S,0.0,0.0,0.0,1.0,2018-10-02 19:14:18+00:00
230,cnn,Donald Trump's Stormy Daniels story just keeps collapsing | Analysis by @CillizzaCNN https://t.co/sGLK7MEB1T https://t.co/216tUqje2H,-0.296,0.0,0.155,0.845,2018-10-02 19:10:46+00:00
231,cnn,"Trump: ""It is a very scary time for young men in America, where you can be guilty of something you may not be guilt… https://t.co/l2pxQXaJmr",-0.7425,0.0,0.222,0.778,2018-10-02 19:05:16+00:00
232,cnn,"Sen. Graham on Brett Kavanaugh: ""If his nomination were to fall short, I would encourage President Trump to re-nomi… https://t.co/AyJv6IRgGn",0.5106,0.155,0.0,0.845,2018-10-02 18:52:18+00:00
233,cnn,Sen. Lindsey Graham said he believes Supreme Court nominee Brett Kavanaugh will be confirmed — but he encouraged Pr… https://t.co/mpnKdMNqRY,0.6757,0.246,0.0,0.754,2018-10-02 18:41:14+00:00
234,cnn,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/4YlRHldgC7,0.5106,0.13,0.0,0.87,2018-10-02 18:40:05+00:00
235,cnn,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/2zdNpePx4s,0.0,0.117,0.117,0.765,2018-10-02 18:30:05+00:00
236,cnn,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/D0sUrwu6oa,0.5574,0.159,0.0,0.841,2018-10-02 18:20:06+00:00
237,cnn,Police say two men broke into a UPS facility in Memphis and stole 400 guns https://t.co/2wHXR0vrFs https://t.co/18VuKDenZW,-0.4215,0.0,0.157,0.843,2018-10-02 18:10:09+00:00
238,cnn,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/41viLOx2Oe",0.0,0.0,0.0,1.0,2018-10-02 18:00:22+00:00
239,cnn,"“It’s part of our culture to examine ourselves, see if we're doing the right thing.” Jay Carney, Amazon’s senior vi… https://t.co/je8OCsldah",0.0,0.0,0.0,1.0,2018-10-02 17:52:53+00:00
240,cnn,The third congressional district in West Virginia voted overwhelmingly for President Trump in the 2016 election. Bu… https://t.co/xXxo1cl255,-0.128,0.0,0.081,0.919,2018-10-02 17:46:55+00:00
241,cnn,President Trump: “It’s a very scary time for young men in America when you can be guilty of something that you may… https://t.co/rjzYxQ9BPl,-0.7425,0.0,0.239,0.761,2018-10-02 17:39:03+00:00
242,cnn,Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman… https://t.co/dYQqWT7FPg,0.0,0.0,0.0,1.0,2018-10-02 17:31:14+00:00
243,cnn,Lake Tahoe visitors can now explore the lake's underwater exhibits via the Emerald Bay Maritime Heritage Trail… https://t.co/bnJENbgQFF,0.0,0.0,0.0,1.0,2018-10-02 17:21:18+00:00
244,cnn,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/XlypMByEvL",0.0,0.0,0.0,1.0,2018-10-02 17:18:34+00:00
245,cnn,"Missouri has lost track of more than 1,200 sex offenders and other states have a similar problem… https://t.co/5FnjxevtZt",-0.5859,0.0,0.242,0.758,2018-10-02 16:59:59+00:00
246,cnn,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/pEEJWtGCzd",0.7102,0.283,0.0,0.717,2018-10-02 16:33:14+00:00
247,cnn,"A piece of mail delivered to the Pentagon mail facility has initially tested positive for ricin, according to two U… https://t.co/vffm8qjXzq",0.5574,0.159,0.0,0.841,2018-10-02 16:21:06+00:00
248,cnn,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/ySghCNPg3b",0.4404,0.17,0.0,0.83,2018-10-02 16:15:15+00:00
249,cnn,"Amazon is raising its minimum wage to $15 an hour for all US employees, benefitting more than 250,000, plus 100,000… https://t.co/2tjXel32nf",0.5574,0.195,0.0,0.805,2018-10-02 16:00:02+00:00
250,cnn,An official transcript distributed on Monday evening showed the President telling ABC reporter Cecelia Vega she was… https://t.co/DbE0WVqt8s,0.0,0.0,0.0,1.0,2018-10-02 15:54:48+00:00
251,cnn,The White House has officially corrected the record on an insulting remark President Trump made toward a female rep… https://t.co/ZOtlYHuPeX,-0.4939,0.0,0.151,0.849,2018-10-02 15:51:27+00:00
252,cnn,Here's why elephants have cracks in their skin https://t.co/8T4et3Pnnh https://t.co/3Eh0INfBV3,0.0,0.0,0.0,1.0,2018-10-02 15:36:56+00:00
253,cnn,Sen. Jeff Flake says his Kavanaugh vote depends on the FBI probe results https://t.co/lyYtYQD9rM https://t.co/ZMWFA0BiDx,0.0,0.0,0.0,1.0,2018-10-02 15:21:19+00:00
254,cnn,Health officials are 'very worried' as African swine fever spreads in Europe and Asia https://t.co/Q948Q06KRA https://t.co/uOrXBb0tMJ,-0.3597,0.0,0.143,0.857,2018-10-02 15:10:45+00:00
255,cnn,Mark Judge's lawyer says the FBI has completed its interview of him. He's a key witness to the alleged incident bet… https://t.co/u3KHNdfD01,0.0,0.0,0.0,1.0,2018-10-02 14:56:56+00:00
256,cnn,RT @CNNnewsroom: New satellite footage from above Indonesia shows the extent of the damage from the earthquake and tsunami that hit the nat…,-0.4939,0.0,0.127,0.873,2018-10-02 14:47:18+00:00
